step time drag lift
12700 0.0127 0.650036925394214 0.00112218426393826
12800 0.0128 0.647894010675309 0.00204864389673831
12900 0.0129 0.623319615695637 0.000753021855244319
13000 0.013 0.622347489060742 0.00306037725062352
13100 0.0131 0.623755760885865 0.00299679632648631
13200 0.0132 0.62093810504763 -0.00374551023825619
13300 0.0133 0.612152935902759 0.000667037668206614
13400 0.0134 0.603924899411287 -0.00498962783481223
13500 0.0135 0.601080638867759 -0.0018154397499459
13600 0.0136 0.599586146817547 0.00399844296780198
13700 0.0137 0.581758944746175 -0.00254585254537887
13800 0.0138 0.588702379091883 -0.00112565696201546
13900 0.0139 0.578385757367339 0.00177250952783105
14000 0.014 0.561851124711916 -1.28312327378009e-05
14100 0.0141 0.574262342013165 -0.00491925422101935
14200 0.0142 0.57699044614634 0.000707833304911727
14300 0.0143 0.572759232844971 -0.000488755459879888
14400 0.0144 0.574854706484984 8.92672546966341e-05
14500 0.0145 0.569979788200134 -0.000295304568641897
14600 0.0146 0.579044866480284 0.00118417038664791
14700 0.0147 0.580649814815192 0.0022008775819115
14800 0.0148 0.575072330255211 -8.60838964634666e-05
14900 0.0149 0.577234414551917 0.00223447964421358
15000 0.015 0.573810838867073 -0.00179191117607906
15100 0.0151 0.590326950261452 -0.00129202249934546
15200 0.0152 0.599901443208489 0.00320645322888404
15300 0.0153 0.596913539395912 0.00111907012143208
15400 0.0154 0.602420027134039 0.00231019926601583
15500 0.0155 0.613960062832334 -0.00255630089602605
15600 0.0156 0.621827743651651 -0.00212277071975868
15700 0.0157 0.6249331600753 0.00130508663395784
15800 0.0158 0.615642441809236 3.51793875832205e-05
15900 0.0159 0.63514749553368 -0.000577992663380975
16000 0.016 0.631433280783778 -0.00226626473701033
16100 0.0161 0.644921700814168 0.00385703128507943
16200 0.0162 0.647521910399699 0.00073990934309739
16300 0.0163 0.651371256201438 -9.63159436444799e-05
16400 0.0164 0.645074347258823 0.000701290197552369
16500 0.0165 0.659482350209785 -0.00339509679819608
16600 0.0166 0.659881096463925 0.00400813098259423
16700 0.0167 0.669178156990126 -1.15389546233215e-06
16800 0.0168 0.669649851398614 -0.000808018061060034
16900 0.0169 0.689737980561531 0.00046400899823757
17000 0.017 0.683031039265147 -0.000364856872089395
17100 0.0171 0.694364992079533 -0.00360362810389339
17200 0.0172 0.680136836683337 0.000186468471110915
17300 0.0173 0.694971665506557 -0.00273804746674448
17400 0.0174 0.692589788965743 -0.00175154620936474
17500 0.0175 0.69972685628146 -0.000169985662074946
17600 0.0176 0.702633948029513 -0.0024586218884093
17700 0.0177 0.708044171314835 0.00115091898441652
17800 0.0178 0.719922777868322 -0.00464389765513634
17900 0.0179 0.720570890970351 -0.00142334017022679
18000 0.018 0.726516869395699 0.00606325052023579
18100 0.0181 0.72877982759729 0.000220376610130412
18200 0.0182 0.73610359923703 0.000688780301750441
18300 0.0183 0.739328370419857 -0.00194746167665068
18400 0.0184 0.743551294743452 -0.00159825879794427
18500 0.0185 0.746632771650285 -0.00067055818100741
18600 0.0186 0.751236242595633 0.00100828122365261
18700 0.0187 0.766261407750105 0.00192844083180773
18800 0.0188 0.764557193360343 -0.00357950707410814
18900 0.0189 0.768980932285346 0.00201706139216603
19000 0.019 0.778829844532696 -0.000397861329713146
19100 0.0191 0.789170546166278 -0.00028032349461519
19200 0.0192 0.79210395600674 -0.00331011766562586
19300 0.0193 0.801081119766126 0.00379238593420791
19400 0.0194 0.788941018180425 -0.00431370807738108
19500 0.0195 0.803747166399854 -0.00129085043321394
19600 0.0196 0.819653741923246 -0.00188927249515018
