Region Metadata for: shape_87.txt
================================================================================

REGION DEFINITION: Circle union (one circle per point)
  Each point gets a circle with radius = average distance to neighbors

Total vertices: 276
Number of regions: 30
Points per region:
  Region 0: 10 points
  Region 1: 10 points
  Region 2: 10 points
  Region 3: 10 points
  Region 4: 10 points
  Region 5: 10 points
  Region 6: 9 points
  Region 7: 9 points
  Region 8: 9 points
  Region 9: 9 points
  Region 10: 9 points
  Region 11: 9 points
  Region 12: 9 points
  Region 13: 9 points
  Region 14: 9 points
  Region 15: 9 points
  Region 16: 9 points
  Region 17: 9 points
  Region 18: 9 points
  Region 19: 9 points
  Region 20: 9 points
  Region 21: 9 points
  Region 22: 9 points
  Region 23: 9 points
  Region 24: 9 points
  Region 25: 9 points
  Region 26: 9 points
  Region 27: 9 points
  Region 28: 9 points
  Region 29: 9 points

REGION SUMMARY:
Region_Index,Num_Points,BBox_Min_X,BBox_Max_X,BBox_Min_Y,BBox_Max_Y,Normal_X,Normal_Y,Tangent_X,Tangent_Y,Fitted_Circle_X,Fitted_Circle_Y,Fitted_Circle_Radius,Local_AoA_Rad,Union_Area,Collection_Area
0,10,-1.4303549309e-01,-1.3095428917e-01,-2.1435623107e-03,2.1757938473e-02,-0.9324926634,0.3611889156,0.3611889156,0.9324926634,-9.0364525765e-02,-7.4310340480e-03,5.0577386421e-02,3.69542566e-01,1.10301282e-04,5.64350404e-05
1,10,-1.3358006031e-01,-1.1246242020e-01,1.9446750898e-02,3.4080791647e-02,-0.5228663975,0.8524146470,0.8524146470,0.5228663975,-1.0358144887e-01,-6.1992694948e-03,3.9413190483e-02,1.02058615e+00,9.99448460e-05,5.13297109e-05
2,10,-1.1510310457e-01,-8.4649468192e-02,2.9831611388e-02,3.9881996396e-02,-0.1765228237,0.9842965471,0.9842965471,0.1765228237,-7.8316877047e-02,-8.8744866565e-02,1.2590303495e-01,1.39334365e+00,1.61228288e-04,8.14784877e-05
3,10,-8.7724918227e-02,-5.2455024055e-02,3.4013093882e-02,4.1457765988e-02,-0.0370931178,0.9993118135,0.9993118135,0.0370931178,-5.4629662055e-02,-3.9360536694e-01,4.3176397844e-01,1.53369470e+00,2.09793564e-04,1.05293792e-04
4,10,-5.5741079854e-02,-2.0285695127e-02,3.4913887489e-02,4.1607356871e-02,-0.0101474164,0.9999485136,0.9999485136,0.0101474164,-5.4030177316e-02,1.7765848077e+00,-1.7383712638e+00,1.56064874e+00,2.11681428e-04,1.05730598e-04
5,10,-2.3376374834e-02,7.5692102663e-03,3.5515070622e-02,4.3247324508e-02,-0.0835849479,0.9965006555,0.9965006555,0.0835849479,-2.4042433805e-02,2.3983016370e-01,-2.0125712335e-01,1.48711374e+00,1.62989280e-04,8.09184559e-05
6,9,5.0316753186e-03,2.5333191455e-02,3.8684985557e-02,4.8682611506e-02,-0.3321995072,0.9432091430,0.9432091430,0.3321995072,1.2659150377e-03,8.5426833330e-02,-4.4656946190e-02,1.23216177e+00,8.53760240e-05,4.16683060e-05
7,9,2.2916217824e-02,4.1331027416e-02,4.5898189766e-02,6.6656530816e-02,-0.7617460825,0.6478756870,0.6478756870,0.7617460825,-3.0724910280e-02,1.0833136346e-01,-8.2199878544e-02,7.04792376e-01,1.24060481e-04,6.11066981e-05
8,9,3.6955099572e-02,6.4056443814e-02,6.3076191104e-02,9.9524924369e-02,-0.8456824624,0.5336863993,0.5336863993,0.8456824624,-5.3215579652e-01,4.4079712901e-01,-6.8395255695e-01,5.62953682e-01,4.77926025e-04,2.38639011e-04
9,9,4.2152505080e-02,7.2033651179e-02,7.4288610103e-02,1.1482526152e-01,-0.8431253884,0.5377170069,0.5377170069,0.8431253884,4.7278490727e-01,-1.6491405330e-01,4.8948033680e-01,5.67726990e-01,5.01509345e-04,2.51210114e-04
10,9,6.8206251495e-02,8.4600133536e-02,1.1156408842e-01,1.2754916328e-01,-0.6949141470,0.7190927119,0.7190927119,0.6949141470,1.0534073494e-01,9.1331795349e-02,4.1309461223e-02,8.02495824e-01,8.62902711e-05,4.42059440e-05
11,9,8.2977131615e-02,9.7178173556e-02,1.1839468515e-01,1.2825563233e-01,0.4802483289,0.8771325684,0.8771325684,-0.4802483289,8.6226078401e-02,1.1825267207e-01,8.6303068613e-03,2.07173413e+00,5.50598063e-05,2.90983033e-05
12,9,9.3354853384e-02,1.0960501533e-01,9.4598523073e-02,1.2144264335e-01,0.8960176484,0.4440184385,0.4440184385,-0.8960176484,-1.6114530221e-02,5.0317123889e-02,1.3139568286e-01,2.68151416e+00,1.59196347e-04,8.04601467e-05
13,9,1.0434943238e-01,1.1911781286e-01,6.5111932504e-02,9.8022658737e-02,0.9564336204,0.2919498754,0.2919498754,-0.9564336204,-1.0215822264e-01,1.6591967481e-02,2.2385102022e-01,2.84532775e+00,2.14999938e-04,1.08250412e-04
14,9,1.1278478644e-01,1.2502943146e-01,3.2647712196e-02,6.8782500106e-02,0.9855516768,0.1693750051,0.1693750051,-0.9855516768,-1.5108907102e-01,4.3917388358e-03,2.7428842446e-01,2.97139718e+00,2.46763941e-04,1.24185474e-04
15,9,1.1804265932e-01,1.2673543174e-01,-1.1911305183e-04,3.6366087765e-02,0.9989064827,0.0467529549,0.0467529549,-0.9989064827,-1.2774522286e-01,6.2944561136e-03,2.5087109767e-01,3.09482265e+00,2.46291865e-04,1.24041585e-04
16,9,1.1697042345e-01,1.2658541686e-01,-3.0543731572e-02,3.4522178683e-03,0.9947309511,-0.1025199247,-0.1025199247,-0.9947309511,-5.3701274660e-02,4.2466829769e-03,1.7677326031e-01,-3.03889229e+00,2.15624919e-04,1.08834912e-04
17,9,1.0924207676e-01,1.2279953002e-01,-5.6041414075e-02,-2.7248787853e-02,0.9492664766,-0.3144728230,-0.3144728230,-0.9492664766,2.1856187172e-02,-1.0885165237e-02,9.9657246819e-02,-2.82169140e+00,1.67202964e-04,8.48100201e-05
18,9,9.4823458858e-02,1.1352973953e-01,-7.4873205780e-02,-5.2959964286e-02,0.7792088234,-0.6267643972,-0.6267643972,-0.7792088234,6.3137176835e-02,-3.0925749551e-02,5.3690817461e-02,-2.46419883e+00,1.31369638e-04,6.71342793e-05
19,9,7.1613844197e-02,9.8247398685e-02,-8.9203306539e-02,-7.1059686565e-02,0.5071581395,-0.8618530162,-0.8618530162,-0.5071581395,3.6187024445e-02,3.4999529168e-03,9.7469794818e-02,-2.10268052e+00,1.66424099e-04,8.44297868e-05
20,9,4.2271771239e-02,7.5091711788e-02,-9.9169047117e-02,-8.4044596970e-02,0.3043465787,-0.9525613681,-0.9525613681,-0.3043465787,6.4245426366e-03,7.3097421948e-02,1.7322490987e-01,-1.88004872e+00,2.15255736e-04,1.08680201e-04
21,9,9.1208147831e-03,4.5958307501e-02,-1.0497707860e-01,-9.2791542494e-02,0.1596998688,-0.9871656152,-0.9871656152,-0.1596998688,-1.4726898597e-02,1.6373751969e-01,2.6633385218e-01,-1.73118294e+00,2.55921678e-04,1.28840653e-04
22,9,-2.5579553722e-02,1.2963228642e-02,-1.0689815543e-01,-9.7714706208e-02,0.0481745633,-0.9988389317,-0.9988389317,-0.0481745633,-2.2657732140e-02,2.3796753528e-01,3.4100066773e-01,-1.61898954e+00,2.74737571e-04,1.38082360e-04
23,9,-5.9596989435e-02,-2.1719420190e-02,-1.0688445005e-01,-9.7820954143e-02,-0.0494768982,-0.9987752683,-0.9987752683,0.0494768982,-2.3208756805e-02,2.5194700564e-01,3.5498143311e-01,-1.52129922e+00,2.65414565e-04,1.33388396e-04
24,9,-9.0714470771e-02,-5.5890612222e-02,-1.0483674730e-01,-9.3618020685e-02,-0.1496768465,-0.9887349704,-0.9887349704,0.1496768465,-3.0040828900e-02,1.8845020585e-01,2.9110999942e-01,-1.42055490e+00,2.28300510e-04,1.14840976e-04
25,9,-1.1673303032e-01,-8.7336394117e-02,-9.9548887173e-02,-8.6860306458e-02,-0.2735296293,-0.9618635776,-0.9618635776,0.2735296293,-5.3317540874e-02,7.9821195182e-02,1.7998707843e-01,-1.29373563e+00,1.70410999e-04,8.59455347e-05
26,9,-1.3135527862e-01,-1.1417942800e-01,-9.0999055618e-02,-7.5226374597e-02,-0.6637549260,-0.7479501309,-0.7479501309,0.6637549260,-1.0493143468e-01,-6.3312341672e-02,2.7924674601e-02,-8.44968389e-01,8.72891157e-05,4.51573149e-05
27,9,-1.4112753778e-01,-1.2781902558e-01,-7.8000632423e-02,-5.2596344332e-02,-0.9296229258,-0.3685121651,-0.3685121651,0.9296229258,-6.1444610498e-02,-3.6878776950e-02,7.8969179640e-02,-3.77408041e-01,1.34896513e-04,6.85761358e-05
28,9,-1.4527987196e-01,-1.3595027275e-01,-5.5621904512e-02,-2.5460120765e-02,-0.9907869080,-0.1354300668,-0.1354300668,0.9907869080,-5.5608797322e-03,-2.2198364068e-02,1.3679112884e-01,-1.35847516e-01,1.70796938e-04,8.63507176e-05
29,9,-1.4541351688e-01,-1.3812118507e-01,-2.8524215166e-02,6.0038006601e-04,-0.9980172774,0.0629405596,0.0629405596,0.9980172774,-1.9688051791e-02,-2.1382545229e-02,1.2269713949e-01,6.29821905e-02,1.57614357e-04,7.98538176e-05

DETAILED CIRCLE DATA:

Region 0 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,-1.4036729849e-01,5.2463228730e-04,2.6681945980e-03
1,-1.3981182074e-01,3.0996988583e-03,2.5981052730e-03
2,-1.3918807679e-01,5.5845211632e-03,2.5236437982e-03
3,-1.3849587463e-01,7.9715575842e-03,2.4452981879e-03
4,-1.3773502222e-01,1.0253266503e-02,2.3636728482e-03
5,-1.3690532755e-01,1.2422106302e-02,2.2795179492e-03
6,-1.3600659858e-01,1.4470535363e-02,2.1937662186e-03
7,-1.3503864330e-01,1.6391012068e-02,2.1075780260e-03
8,-1.3400126969e-01,1.8175994799e-02,2.0223945674e-03
9,-1.3289428571e-01,1.9817941938e-02,1.9399965349e-03

Region 1 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,-1.3171749934e-01,2.1309311867e-02,1.8625609695e-03
1,-1.3047071856e-01,2.2642562968e-02,1.9596823147e-03
2,-1.2892089156e-01,2.4050681559e-02,2.1112871202e-03
3,-1.2725083537e-01,2.5370460386e-02,2.1498032796e-03
4,-1.2546485775e-01,2.6604797548e-02,2.1954038103e-03
5,-1.2356726647e-01,2.7756591144e-02,2.2466808378e-03
6,-1.2156236929e-01,2.8828739272e-02,2.3023362587e-03
7,-1.1945447397e-01,2.9824140032e-02,2.3611979541e-03
8,-1.1724788829e-01,3.0745691522e-02,2.4222241742e-03
9,-1.1494692000e-01,3.1596291841e-02,2.4844998058e-03

Region 2 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,-1.1255587687e-01,3.2378839089e-02,2.5472277007e-03
1,-1.1007906667e-01,3.3096231364e-02,2.6097174797e-03
2,-1.0752079716e-01,3.3751366766e-02,2.6713734791e-03
3,-1.0488537611e-01,3.4347143392e-02,2.7316828943e-03
4,-1.0217711127e-01,3.4886459343e-02,2.7902047225e-03
5,-9.9400310421e-02,3.5372212716e-02,2.8465597969e-03
6,-9.6559281321e-02,3.5807301612e-02,2.9004220103e-03
7,-9.3658331736e-02,3.6194624128e-02,2.9515107047e-03
8,-9.0701769430e-02,3.6537078364e-02,2.9995841471e-03
9,-8.7693902169e-02,3.6837562419e-02,3.0444339772e-03

Region 3 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,-8.4639037718e-02,3.7098974391e-02,3.0858805091e-03
1,-8.1541483841e-02,3.7324212380e-02,3.1237687719e-03
2,-7.8405548303e-02,3.7516174485e-02,3.1579651813e-03
3,-7.5235538869e-02,3.7677758803e-02,3.1883547519e-03
4,-7.2035763304e-02,3.7811863436e-02,3.2148387669e-03
5,-6.8810529373e-02,3.7921386480e-02,3.2373328390e-03
6,-6.5564144841e-02,3.8009226036e-02,3.2557653035e-03
7,-6.2300917472e-02,3.8078280202e-02,3.2700758987e-03
8,-5.9025155031e-02,3.8131447077e-02,3.2802146926e-03
9,-5.5741165283e-02,3.8171624760e-02,3.2861412283e-03

Region 4 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,-5.2453255994e-02,3.8201711350e-02,3.2878238608e-03
1,-4.9165734927e-02,3.8224604946e-02,3.2852392711e-03
2,-4.5882909848e-02,3.8243203646e-02,3.2783721410e-03
3,-4.2609088522e-02,3.8260405551e-02,3.2672149852e-03
4,-3.9348578713e-02,3.8279108758e-02,3.2517681347e-03
5,-3.6105688187e-02,3.8302211366e-02,3.2320398775e-03
6,-3.2884724708e-02,3.8332611476e-02,3.2080467603e-03
7,-2.9689996041e-02,3.8373207184e-02,3.1798140687e-03
8,-2.6525809950e-02,3.8426896591e-02,3.1473765026e-03
9,-2.3396474202e-02,3.8496577796e-02,3.1107790754e-03

Region 5 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,-2.0306296560e-02,3.8585148896e-02,3.0700782741e-03
1,-1.7259584790e-02,3.8695507992e-02,3.0253435263e-03
2,-1.4260646656e-02,3.8830553182e-02,2.9766590360e-03
3,-1.1313789924e-02,3.8993182565e-02,2.9241260660e-03
4,-8.4233223571e-03,3.9186294239e-02,2.8678657653e-03
5,-5.5935517216e-03,3.9412786305e-02,2.8080226662e-03
6,-2.8287857818e-03,3.9675556861e-02,2.7447690077e-03
7,-1.3333230270e-04,3.9977504005e-02,2.6783100807e-03
8,2.4885009509e-03,4.0321525837e-02,2.6088908364e-03
9,5.0324062141e-03,4.0710520456e-02,2.5368040522e-03

Region 6 (9 circles):
Circle_Index,Center_X,Center_Y,Radius
0,7.4940757220e-03,4.1147385960e-02,2.4624004034e-03
1,9.8692017098e-03,4.1635020449e-02,2.3861008403e-03
2,1.2153476413e-02,4.2176322021e-02,2.3084116962e-03
3,1.4342592066e-02,4.2774188775e-02,2.2299429178e-03
4,1.6432240904e-02,4.3431518811e-02,2.1514296636e-03
5,1.8418115163e-02,4.4151210227e-02,2.0737571438e-03
6,2.0295907077e-02,4.4936161122e-02,1.8849119955e-03
7,2.1835835163e-02,4.5734510518e-02,1.7996323727e-03
8,2.3400082541e-02,4.6749502592e-02,1.9331089140e-03

Region 7 (9 circles):
Circle_Index,Center_X,Center_Y,Radius
0,2.4987123003e-02,4.7969094946e-02,2.0709051799e-03
1,2.6595430339e-02,4.9381245180e-02,2.2089055687e-03
2,2.8223478338e-02,5.0973910894e-02,2.3441456760e-03
3,2.9869740790e-02,5.2735049689e-02,2.4744845308e-03
4,3.1532691486e-02,5.4652619167e-02,2.5983621533e-03
5,3.3210804215e-02,5.6714576926e-02,2.7146286640e-03
6,3.4902552769e-02,5.8908880569e-02,2.8224259846e-03
7,3.6606410936e-02,6.1223487696e-02,2.9211061935e-03
8,3.8320852507e-02,6.3646355907e-02,3.0101749090e-03

Region 8 (9 circles):
Circle_Index,Center_X,Center_Y,Radius
0,4.0044351272e-02,6.6165442803e-02,3.0892516994e-03
1,4.1775381021e-02,6.8768705985e-02,3.1580421309e-03
2,4.3512415544e-02,7.1444103054e-02,3.2163178519e-03
3,4.5253928632e-02,7.4179591609e-02,3.2639023057e-03
4,4.6998394074e-02,7.6963129252e-02,3.3006604501e-03
5,4.8744285660e-02,7.9782673584e-02,8.3373050981e-03
6,5.5711589250e-02,9.1180069806e-02,8.3448545633e-03
7,5.3975255186e-02,8.8336922715e-02,3.3378271243e-03
8,5.2234242426e-02,8.5481612714e-02,3.3451094830e-03

Region 9 (9 circles):
Circle_Index,Center_X,Center_Y,Radius
0,5.0490077181e-02,8.2626182204e-02,8.3375721010e-03
1,5.7441718410e-02,9.3999011589e-02,8.3008910570e-03
2,5.9164116454e-02,9.6781705664e-02,3.2496772755e-03
3,6.0877257173e-02,9.9516109632e-02,3.1983498053e-03
4,6.2579614357e-02,1.0219018109e-01,3.1361985856e-03
5,6.4269661797e-02,1.0479187765e-01,3.0633651941e-03
6,6.5945873281e-02,1.0730915690e-01,2.9800377109e-03
7,6.7606722601e-02,1.0972997645e-01,2.8864635462e-03
8,6.9250683546e-02,1.1204229389e-01,2.7829676330e-03

Region 10 (9 circles):
Circle_Index,Center_X,Center_Y,Radius
0,7.0876229907e-02,1.1423406683e-01,2.6699784114e-03
1,7.2481835473e-02,1.1629325286e-01,2.5480653521e-03
2,7.4065974034e-02,1.1820780960e-01,2.4179938298e-03
3,7.5627119382e-02,1.1996569463e-01,2.2808064152e-03
4,7.7163745305e-02,1.2155486556e-01,2.1379446230e-03
5,7.8674325594e-02,1.2296327999e-01,1.9914322587e-03
