Region Metadata for: argon_circle.txt
================================================================================

REGION DEFINITION: Circle union (one circle per point)
  Each point gets a circle with radius = average distance to neighbors

Total vertices: 300
Number of regions: 30
Points per region:
  Region 0: 10 points
  Region 1: 10 points
  Region 2: 10 points
  Region 3: 10 points
  Region 4: 10 points
  Region 5: 10 points
  Region 6: 10 points
  Region 7: 10 points
  Region 8: 10 points
  Region 9: 10 points
  Region 10: 10 points
  Region 11: 10 points
  Region 12: 10 points
  Region 13: 10 points
  Region 14: 10 points
  Region 15: 10 points
  Region 16: 10 points
  Region 17: 10 points
  Region 18: 10 points
  Region 19: 10 points
  Region 20: 10 points
  Region 21: 10 points
  Region 22: 10 points
  Region 23: 10 points
  Region 24: 10 points
  Region 25: 10 points
  Region 26: 10 points
  Region 27: 10 points
  Region 28: 10 points
  Region 29: 10 points

REGION SUMMARY:
Region_Index,Num_Points,BBox_Min_X,BBox_Max_X,BBox_Min_Y,BBox_Max_Y,Normal_X,Normal_Y,Tangent_X,Tangent_Y,Fitted_Circle_X,Fitted_Circle_Y,Fitted_Circle_Radius,Local_AoA_Rad,Union_Area,Collection_Area
0,10,1.4650877721e-01,1.5559179980e-01,-3.1748712141e-02,3.1917997986e-03,0.9955619646,-0.0941083133,-0.0941083133,-0.9955619646,-9.7144514655e-15,9.6103680569e-16,1.5240000000e-01,-3.04734487e+00,2.07440220e-04,1.04837236e-04
1,10,1.3730014450e-01,1.5226149415e-01,-6.2249175174e-02,-2.8493941882e-02,0.9542403285,-0.2990407923,-0.2990407923,-0.9542403285,-7.2164496601e-16,2.5673907444e-16,1.5240000000e-01,-2.83790536e+00,2.07601163e-04,1.04802549e-04
2,10,1.2195133967e-01,1.4241612754e-01,-9.0168547514e-02,-5.8794864606e-02,0.8712138111,-0.4909037536,-0.4909037536,-0.8712138111,-3.1363800446e-15,1.7347234760e-15,1.5240000000e-01,-2.62846585e+00,2.07522696e-04,1.04752682e-04
3,10,1.0113317914e-01,1.2648598974e-01,-1.1428661862e-01,-8.6386672651e-02,0.7501110696,-0.6613118653,-0.6613118653,-0.7501110696,2.8865798640e-15,-2.4841240176e-15,1.5240000000e-01,-2.41902634e+00,2.07415323e-04,1.04731893e-04
4,10,7.5755516430e-02,1.0516730421e-01,-1.3354931305e-01,-1.1006347160e-01,0.5962248750,-0.8028174752,-0.8028174752,-0.5962248750,2.7755575616e-17,5.5511151231e-17,1.5240000000e-01,-2.20958683e+00,2.07581845e-04,1.04752461e-04
5,10,4.6927477164e-02,7.9391799799e-02,-1.4711475862e-01,-1.2879047174e-01,0.4162807923,-0.9092361090,-0.9092361090,-0.4162807923,3.2196467714e-15,-7.5217609918e-15,1.5240000000e-01,-2.00014732e+00,2.07400902e-04,1.04871186e-04
6,10,1.5908984997e-02,5.0285989741e-02,-1.5439008028e-01,-1.4174921328e-01,0.2181432414,-0.9759167619,-0.9759167619,-0.2181432414,1.3739009930e-15,-5.8286708793e-15,1.5240000000e-01,-1.79070781e+00,2.07453150e-04,1.04800795e-04
7,10,-1.5944303122e-02,1.9121937601e-02,-1.5559179980e-01,-1.4837333706e-01,0.0104717841,-0.9999451694,-0.9999451694,-0.0104717841,-1.3899471851e-16,-6.8556271771e-15,1.5240000000e-01,-1.58126830e+00,2.07468819e-04,1.04829932e-04
8,10,-4.7240245653e-02,-1.2738338003e-02,-1.5475693665e-01,-1.4270369163e-01,-0.1976573404,-0.9802711746,-0.9802711746,0.1976573404,8.0144224590e-16,4.4408920985e-15,1.5240000000e-01,-1.37182879e+00,2.07424288e-04,1.04823322e-04
9,10,-7.6611059732e-02,-4.3902390144e-02,-1.4813281288e-01,-1.3035733824e-01,-0.3971478906,-0.9177546257,-0.9177546257,0.3971478906,-2.2690183066e-15,-5.2458037914e-15,1.5240000000e-01,-1.16238928e+00,2.07354821e-04,1.04691393e-04
10,10,-1.0277309985e-01,-7.3008200201e-02,-1.3517407134e-01,-1.1217424668e-01,-0.5792811723,-0.8151277957,-0.8151277957,0.5792811723,-4.9960036108e-16,-8.1878948066e-16,1.5240000000e-01,-9.52949772e-01,2.07304040e-04,1.04791174e-04
11,10,-1.2458295931e-01,-9.8783704610e-02,-1.1644707120e-01,-8.8949105306e-02,-0.7360970871,-0.6768759697,-0.6768759697,0.7360970871,-1.2351231149e-15,-1.2073675393e-15,1.5240000000e-01,-7.43510261e-01,2.07549971e-04,1.04904393e-04
12,10,-1.4108744259e-01,-1.2010239014e-01,-9.2770272248e-02,-6.1696964236e-02,-0.8607420270,-0.5090414158,-0.5090414158,0.8607420270,7.7715611724e-16,5.9674487574e-16,1.5240000000e-01,-5.34070751e-01,2.07485048e-04,1.04697162e-04
13,10,-1.5156522460e-01,-1.3603252795e-01,-6.5178464203e-02,-3.1608872806e-02,-0.9477684100,-0.3189593093,-0.3189593093,0.9477684100,5.9119376061e-15,1.8526846723e-15,1.5240000000e-01,-3.24631241e-01,2.07452574e-04,1.04835882e-04
14,10,-1.5555837596e-01,-1.4587789455e-01,-3.4877541479e-02,1.7500840807e-07,-0.9933727656,-0.1149371505,-0.1149371505,0.9933727656,1.3988810110e-14,1.4710455076e-15,1.5240000000e-01,-1.15191731e-01,2.07501191e-04,1.04822918e-04
15,10,-1.5559179980e-01,-1.4650877721e-01,-3.1917997986e-03,3.1748712141e-02,-0.9955619646,0.0941083133,0.0941083133,0.9955619646,2.6090241079e-15,-2.9663771439e-16,1.5240000000e-01,9.42477796e-02,2.07440220e-04,1.04786458e-04
16,10,-1.5226149415e-01,-1.3730014450e-01,2.8493941882e-02,6.2249175174e-02,-0.9542403285,0.2990407923,0.2990407923,0.9542403285,2.1371793224e-15,-8.2572837456e-16,1.5240000000e-01,3.03687290e-01,2.07601163e-04,1.04802549e-04
17,10,-1.4241612754e-01,-1.2195133967e-01,5.8794864606e-02,9.0168547514e-02,-0.8712138111,0.4909037536,0.4909037536,0.8712138111,3.5249581032e-15,-1.8596235662e-15,1.5240000000e-01,5.13126800e-01,2.07522696e-04,1.04752682e-04
18,10,-1.2648598974e-01,-1.0113317914e-01,8.6386672651e-02,1.1428661862e-01,-0.7501110696,0.6613118653,0.6613118653,0.7501110696,-3.1502578324e-15,2.9420910153e-15,1.5240000000e-01,7.22566310e-01,2.07415323e-04,1.04731893e-04
19,10,-1.0516730421e-01,-7.5755516430e-02,1.1006347160e-01,1.3354931305e-01,-0.5962248750,0.8028174752,0.8028174752,0.5962248750,-6.8278716014e-15,9.3258734069e-15,1.5240000000e-01,9.32005821e-01,2.07581845e-04,1.04752461e-04
20,10,-7.9391799799e-02,-4.6927477164e-02,1.2879047174e-01,1.4711475862e-01,-0.4162807923,0.9092361090,0.9092361090,0.4162807923,-5.5511151231e-16,1.4155343564e-15,1.5240000000e-01,1.14144533e+00,2.07400902e-04,1.04871186e-04
21,10,-5.0285989741e-02,-1.5908984997e-02,1.4174921328e-01,1.5439008028e-01,-0.2181432414,0.9759167619,0.9759167619,0.2181432414,-1.8318679906e-15,8.4654505628e-15,1.5240000000e-01,1.35088484e+00,2.07453150e-04,1.04800795e-04
22,10,-1.9121937601e-02,1.5944303122e-02,1.4837333706e-01,1.5559179980e-01,-0.0104717841,0.9999451694,0.9999451694,0.0104717841,5.0523821238e-17,7.2719608113e-15,1.5240000000e-01,1.56032435e+00,2.07468819e-04,1.04829932e-04
23,10,1.2738338003e-02,4.7240245653e-02,1.4270369163e-01,1.5475693665e-01,0.1976573404,0.9802711746,0.9802711746,-0.1976573404,-1.5265566589e-15,-7.2164496601e-15,1.5240000000e-01,1.76976386e+00,2.07424288e-04,1.04823322e-04
24,10,4.3902390144e-02,7.6611059732e-02,1.3035733824e-01,1.4813281288e-01,0.3971478906,0.9177546257,0.9177546257,-0.3971478906,2.0816681712e-17,-2.7755575616e-17,1.5240000000e-01,1.97920337e+00,2.07354821e-04,1.04691393e-04
25,10,7.3008200201e-02,1.0277309985e-01,1.1217424668e-01,1.3517407134e-01,0.5792811723,0.8151277957,0.8151277957,-0.5792811723,3.6776137691e-15,5.1347814889e-15,1.5240000000e-01,2.18864288e+00,2.07304040e-04,1.04791174e-04
26,10,9.8783704610e-02,1.2458295931e-01,8.8949105306e-02,1.1644707120e-01,0.7360970871,0.6768759697,0.6768759697,-0.7360970871,4.4547698863e-15,3.8025138593e-15,1.5240000000e-01,2.39808239e+00,2.07549971e-04,1.04904393e-04
27,10,1.2010239014e-01,1.4108744259e-01,6.1696964236e-02,9.2770272248e-02,0.8607420270,0.5090414158,0.5090414158,-0.8607420270,-6.4392935428e-15,-4.1633363423e-15,1.5240000000e-01,2.60752190e+00,2.07485048e-04,1.04697162e-04
28,10,1.3603252795e-01,1.5156522460e-01,3.1608872806e-02,6.5178464203e-02,0.9477684100,0.3189593093,0.3189593093,-0.9477684100,2.9976021665e-15,9.5756735874e-16,1.5240000000e-01,2.81696141e+00,2.07452574e-04,1.04835882e-04
29,10,1.4587789455e-01,1.5555837596e-01,-1.7500840803e-07,3.4877541479e-02,0.9933727656,0.1149371505,0.1149371505,-0.9933727656,-1.0491607583e-14,-1.1900203045e-15,1.5240000000e-01,3.02640092e+00,2.07501191e-04,1.04930961e-04

DETAILED CIRCLE DATA:

Region 0 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,1.5240000000e-01,0.0000000000e+00,3.1917997986e-03
1,1.5236657616e-01,-3.1916247902e-03,3.1917997986e-03
2,1.5226631931e-01,-6.3818496283e-03,3.1917997986e-03
3,1.5209927341e-01,-9.5692751763e-03,3.1917997986e-03
4,1.5186551175e-01,-1.2752503324e-02,3.1917997986e-03
5,1.5156513685e-01,-1.5930137802e-02,3.1917997986e-03
6,1.5119828048e-01,-1.9100784795e-02,3.1917997986e-03
7,1.5076510354e-01,-2.2263053553e-02,3.1917997986e-03
8,1.5026579605e-01,-2.5415557000e-02,3.1917997986e-03
9,1.4970057701e-01,-2.8556912343e-02,3.1917997986e-03

Region 1 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,1.4906969435e-01,-3.1685741681e-02,3.1917997986e-03
1,1.4837342480e-01,-3.4800672605e-02,3.1917997986e-03
2,1.4761207376e-01,-3.7900338804e-02,3.1917997986e-03
3,1.4678597518e-01,-4.0983380662e-02,3.1917997986e-03
4,1.4589549142e-01,-4.4048445854e-02,3.1917997986e-03
5,1.4494101308e-01,-4.7094189943e-02,3.1917997986e-03
6,1.4392295882e-01,-5.0119276963e-02,3.1917997986e-03
7,1.4284177520e-01,-5.3122380012e-02,3.1917997986e-03
8,1.4169793645e-01,-5.6102181829e-02,3.1917997986e-03
9,1.4049194430e-01,-5.9057375375e-02,3.1917997986e-03

Region 2 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,1.3922432774e-01,-6.1986664405e-02,3.1917997986e-03
1,1.3789564280e-01,-6.4888764035e-02,3.1917997986e-03
2,1.3650647226e-01,-6.7762401308e-02,3.1917997986e-03
3,1.3505742547e-01,-7.0606315752e-02,3.1917997986e-03
4,1.3354913804e-01,-7.3419259933e-02,3.1917997986e-03
5,1.3198227154e-01,-7.6200000000e-02,3.1917997986e-03
6,1.3035751325e-01,-7.8947316228e-02,3.1917997986e-03
7,1.2867557585e-01,-8.1660003555e-02,3.1917997986e-03
8,1.2693719708e-01,-8.4336872105e-02,3.1917997986e-03
9,1.2514313947e-01,-8.6976747715e-02,3.1917997986e-03

Region 3 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,1.2329418994e-01,-8.9578472449e-02,3.1917997986e-03
1,1.2139115951e-01,-9.2140905105e-02,3.1917997986e-03
2,1.1943488290e-01,-9.4662921714e-02,3.1917997986e-03
3,1.1742621820e-01,-9.7143416038e-02,3.1917997986e-03
4,1.1536604648e-01,-9.9581300048e-02,3.1917997986e-03
5,1.1325527140e-01,-1.0197550441e-01,3.1917997986e-03
6,1.1109481882e-01,-1.0432497894e-01,3.1917997986e-03
7,1.0888563638e-01,-1.0662869309e-01,3.1917997986e-03
8,1.0662869309e-01,-1.0888563638e-01,3.1917997986e-03
9,1.0432497894e-01,-1.1109481882e-01,3.1917997986e-03

Region 4 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,1.0197550441e-01,-1.1325527140e-01,3.1917997986e-03
1,9.9581300048e-02,-1.1536604648e-01,3.1917997986e-03
2,9.7143416038e-02,-1.1742621820e-01,3.1917997986e-03
3,9.4662921714e-02,-1.1943488290e-01,3.1917997986e-03
4,9.2140905105e-02,-1.2139115951e-01,3.1917997986e-03
5,8.9578472449e-02,-1.2329418994e-01,3.1917997986e-03
6,8.6976747715e-02,-1.2514313947e-01,3.1917997986e-03
7,8.4336872105e-02,-1.2693719708e-01,3.1917997986e-03
8,8.1660003555e-02,-1.2867557585e-01,3.1917997986e-03
9,7.8947316228e-02,-1.3035751325e-01,3.1917997986e-03

Region 5 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,7.6200000000e-02,-1.3198227154e-01,3.1917997986e-03
1,7.3419259933e-02,-1.3354913804e-01,3.1917997986e-03
2,7.0606315752e-02,-1.3505742547e-01,3.1917997986e-03
3,6.7762401308e-02,-1.3650647226e-01,3.1917997986e-03
4,6.4888764035e-02,-1.3789564280e-01,3.1917997986e-03
5,6.1986664405e-02,-1.3922432774e-01,3.1917997986e-03
6,5.9057375375e-02,-1.4049194430e-01,3.1917997986e-03
7,5.6102181829e-02,-1.4169793645e-01,3.1917997986e-03
8,5.3122380012e-02,-1.4284177520e-01,3.1917997986e-03
9,5.0119276963e-02,-1.4392295882e-01,3.1917997986e-03

Region 6 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,4.7094189943e-02,-1.4494101308e-01,3.1917997986e-03
1,4.4048445854e-02,-1.4589549142e-01,3.1917997986e-03
2,4.0983380662e-02,-1.4678597518e-01,3.1917997986e-03
3,3.7900338804e-02,-1.4761207376e-01,3.1917997986e-03
4,3.4800672605e-02,-1.4837342480e-01,3.1917997986e-03
5,3.1685741681e-02,-1.4906969435e-01,3.1917997986e-03
6,2.8556912343e-02,-1.4970057701e-01,3.1917997986e-03
7,2.5415557000e-02,-1.5026579605e-01,3.1917997986e-03
8,2.2263053553e-02,-1.5076510354e-01,3.1917997986e-03
9,1.9100784795e-02,-1.5119828048e-01,3.1917997986e-03

Region 7 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,1.5930137802e-02,-1.5156513685e-01,3.1917997986e-03
1,1.2752503324e-02,-1.5186551175e-01,3.1917997986e-03
2,9.5692751763e-03,-1.5209927341e-01,3.1917997986e-03
3,6.3818496283e-03,-1.5226631931e-01,3.1917997986e-03
4,3.1916247902e-03,-1.5236657616e-01,3.1917997986e-03
5,4.3171406400e-17,-1.5240000000e-01,3.1917997986e-03
6,-3.1916247902e-03,-1.5236657616e-01,3.1917997986e-03
7,-6.3818496283e-03,-1.5226631931e-01,3.1917997986e-03
8,-9.5692751763e-03,-1.5209927341e-01,3.1917997986e-03
9,-1.2752503324e-02,-1.5186551175e-01,3.1917997986e-03

Region 8 (10 circles):
Circle_Index,Center_X,Center_Y,Radius
0,-1.5930137802e-02,-1.5156513685e-01,3.1917997986e-03
1,-1.9100784795e-02,-1.5119828048e-01,3.1917997986e-03
2,-2.2263053553e-02,-1.5076510354e-01,3.1917997986e-03
3,-2.5415557000e-02,-1.5026579605e-01,3.1917997986e-03
4,-2.8556912343e-02,-1.4970057701e-01,3.1917997986e-03
5,-3.1685741681e-02,-1.4906969435e-01,3.1917997986e-03
6,-3.4800672605e-02,-1.4837342480e-01,3.1917997986e-03
